Input,15001,ObjectType
Input_SerialNrIn,15002,Variable
Input_SerialNrIn_Definition,15003,Variable
Input_SerialNrIn_ValuePrecision,15004,Variable
Input_SerialNrIn_InstrumentRange,15005,Variable
Input_SerialNrIn_EURange,15006,Variable
Input_SerialNrIn_EngineeringUnits,15007,Variable
Input_Drop,15008,Variable
Input_Drop_Definition,15009,Variable
Input_Drop_ValuePrecision,15010,Variable
Input_Drop_InstrumentRange,15011,Variable
Input_Drop_EURange,15012,Variable
Input_Drop_EngineeringUnits,15013,Variable
Input_Width,15014,Variable
Input_Width_Definition,15015,Variable
Input_Width_ValuePrecision,15016,Variable
Input_Width_InstrumentRange,15017,Variable
Input_Width_EURange,15018,Variable
Input_Width_EngineeringUnits,15019,Variable
Input_DateTime,15020,Variable
Input_DateTime_Definition,15021,Variable
Input_DateTime_ValuePrecision,15022,Variable
Input_DateTime_InstrumentRange,15023,Variable
Input_DateTime_EURange,15024,Variable
Input_DateTime_EngineeringUnits,15025,Variable
Input_SerialNrOut,15026,Variable
Input_SerialNrOut_Definition,15027,Variable
Input_SerialNrOut_ValuePrecision,15028,Variable
Input_SerialNrOut_InstrumentRange,15029,Variable
Input_SerialNrOut_EURange,15030,Variable
Input_SerialNrOut_EngineeringUnits,15031,Variable
Input_MeasuredDropA,15032,Variable
Input_MeasuredDropA_Definition,15033,Variable
Input_MeasuredDropA_ValuePrecision,15034,Variable
Input_MeasuredDropA_InstrumentRange,15035,Variable
Input_MeasuredDropA_EURange,15036,Variable
Input_MeasuredDropA_EngineeringUnits,15037,Variable
Input_MeasuredDropB,15038,Variable
Input_MeasuredDropB_Definition,15039,Variable
Input_MeasuredDropB_ValuePrecision,15040,Variable
Input_MeasuredDropB_InstrumentRange,15041,Variable
Input_MeasuredDropB_EURange,15042,Variable
Input_MeasuredDropB_EngineeringUnits,15043,Variable
Input_MeasuredDropC,15044,Variable
Input_MeasuredDropC_Definition,15045,Variable
Input_MeasuredDropC_ValuePrecision,15046,Variable
Input_MeasuredDropC_InstrumentRange,15047,Variable
Input_MeasuredDropC_EURange,15048,Variable
Input_MeasuredDropC_EngineeringUnits,15049,Variable
Input_DeltaDrop,15050,Variable
Input_DeltaDrop_Definition,15051,Variable
Input_DeltaDrop_ValuePrecision,15052,Variable
Input_DeltaDrop_InstrumentRange,15053,Variable
Input_DeltaDrop_EURange,15054,Variable
Input_DeltaDrop_EngineeringUnits,15055,Variable
Input_MeasuredWidth,15056,Variable
Input_MeasuredWidth_Definition,15057,Variable
Input_MeasuredWidth_ValuePrecision,15058,Variable
Input_MeasuredWidth_InstrumentRange,15059,Variable
Input_MeasuredWidth_EURange,15060,Variable
Input_MeasuredWidth_EngineeringUnits,15061,Variable
Input_Approved,15062,Variable
Input_Approved_Definition,15063,Variable
Input_Approved_ValuePrecision,15064,Variable
Input_Approved_InstrumentRange,15065,Variable
Input_Approved_EURange,15066,Variable
Input_Approved_EngineeringUnits,15067,Variable
Input_MountOffSetVert,15068,Variable
Input_MountOffSetVert_Definition,15069,Variable
Input_MountOffSetVert_ValuePrecision,15070,Variable
Input_MountOffSetVert_InstrumentRange,15071,Variable
Input_MountOffSetVert_EURange,15072,Variable
Input_MountOffSetVert_EngineeringUnits,15073,Variable
Input_OffsetLaserOnProd,15074,Variable
Input_OffsetLaserOnProd_Definition,15075,Variable
Input_OffsetLaserOnProd_ValuePrecision,15076,Variable
Input_OffsetLaserOnProd_InstrumentRange,15077,Variable
Input_OffsetLaserOnProd_EURange,15078,Variable
Input_OffsetLaserOnProd_EngineeringUnits,15079,Variable
Input_ToleranceWidthPlus,15080,Variable
Input_ToleranceWidthPlus_Definition,15081,Variable
Input_ToleranceWidthPlus_ValuePrecision,15082,Variable
Input_ToleranceWidthPlus_InstrumentRange,15083,Variable
Input_ToleranceWidthPlus_EURange,15084,Variable
Input_ToleranceWidthPlus_EngineeringUnits,15085,Variable
Input_ToleranceDropPlus,15086,Variable
Input_ToleranceDropPlus_Definition,15087,Variable
Input_ToleranceDropPlus_ValuePrecision,15088,Variable
Input_ToleranceDropPlus_InstrumentRange,15089,Variable
Input_ToleranceDropPlus_EURange,15090,Variable
Input_ToleranceDropPlus_EngineeringUnits,15091,Variable
Input_ToleranceWidthMinus,15092,Variable
Input_ToleranceWidthMinus_Definition,15093,Variable
Input_ToleranceWidthMinus_ValuePrecision,15094,Variable
Input_ToleranceWidthMinus_InstrumentRange,15095,Variable
Input_ToleranceWidthMinus_EURange,15096,Variable
Input_ToleranceWidthMinus_EngineeringUnits,15097,Variable
Input_ToleranceDropMinus,15098,Variable
Input_ToleranceDropMinus_Definition,15099,Variable
Input_ToleranceDropMinus_ValuePrecision,15100,Variable
Input_ToleranceDropMinus_InstrumentRange,15101,Variable
Input_ToleranceDropMinus_EURange,15102,Variable
Input_ToleranceDropMinus_EngineeringUnits,15103,Variable
Input_ToleranceDropDiff,15104,Variable
Input_ToleranceDropDiff_Definition,15105,Variable
Input_ToleranceDropDiff_ValuePrecision,15106,Variable
Input_ToleranceDropDiff_InstrumentRange,15107,Variable
Input_ToleranceDropDiff_EURange,15108,Variable
Input_ToleranceDropDiff_EngineeringUnits,15109,Variable
Input_BottomBarRadius,15110,Variable
Input_BottomBarRadius_Definition,15111,Variable
Input_BottomBarRadius_ValuePrecision,15112,Variable
Input_BottomBarRadius_InstrumentRange,15113,Variable
Input_BottomBarRadius_EURange,15114,Variable
Input_BottomBarRadius_EngineeringUnits,15115,Variable
Input_PrefMeasDist,15116,Variable
Input_PrefMeasDist_Definition,15117,Variable
Input_PrefMeasDist_ValuePrecision,15118,Variable
Input_PrefMeasDist_InstrumentRange,15119,Variable
Input_PrefMeasDist_EURange,15120,Variable
Input_PrefMeasDist_EngineeringUnits,15121,Variable
Input_Endcapcompensation,15122,Variable
Input_Endcapcompensation_Definition,15123,Variable
Input_Endcapcompensation_ValuePrecision,15124,Variable
Input_Endcapcompensation_InstrumentRange,15125,Variable
Input_Endcapcompensation_EURange,15126,Variable
Input_Endcapcompensation_EngineeringUnits,15127,Variable
Input_MeasureDrop,15128,Variable
Input_MeasureDrop_Definition,15129,Variable
Input_MeasureDrop_ValuePrecision,15130,Variable
Input_MeasureDrop_InstrumentRange,15131,Variable
Input_MeasureDrop_EURange,15132,Variable
Input_MeasureDrop_EngineeringUnits,15133,Variable
Input_MeasureWidth,15134,Variable
Input_MeasureWidth_Definition,15135,Variable
Input_MeasureWidth_ValuePrecision,15136,Variable
Input_MeasureWidth_InstrumentRange,15137,Variable
Input_MeasureWidth_EURange,15138,Variable
Input_MeasureWidth_EngineeringUnits,15139,Variable
Input_MeasureSquareness,15140,Variable
Input_MeasureSquareness_Definition,15141,Variable
Input_MeasureSquareness_ValuePrecision,15142,Variable
Input_MeasureSquareness_InstrumentRange,15143,Variable
Input_MeasureSquareness_EURange,15144,Variable
Input_MeasureSquareness_EngineeringUnits,15145,Variable
Input_HasCords,15146,Variable
Input_HasCords_Definition,15147,Variable
Input_HasCords_ValuePrecision,15148,Variable
Input_HasCords_InstrumentRange,15149,Variable
Input_HasCords_EURange,15150,Variable
Input_HasCords_EngineeringUnits,15151,Variable
Input_MeasureMethod,15152,Variable
Input_MeasureMethod_Definition,15153,Variable
Input_MeasureMethod_ValuePrecision,15154,Variable
Input_MeasureMethod_InstrumentRange,15155,Variable
Input_MeasureMethod_EURange,15156,Variable
Input_MeasureMethod_EngineeringUnits,15157,Variable
Input_StartMeasure,15158,Variable
Input_StartMeasure_Definition,15159,Variable
Input_StartMeasure_ValuePrecision,15160,Variable
Input_StartMeasure_InstrumentRange,15161,Variable
Input_StartMeasure_EURange,15162,Variable
Input_StartMeasure_EngineeringUnits,15163,Variable
OPCUAServerType,15164,ObjectType
OPCUAServerType_InputNode,15165,Object
OPCUAServerType_InputNode_SerialNrIn,15166,Variable
OPCUAServerType_InputNode_SerialNrIn_Definition,15167,Variable
OPCUAServerType_InputNode_SerialNrIn_ValuePrecision,15168,Variable
OPCUAServerType_InputNode_SerialNrIn_InstrumentRange,15169,Variable
OPCUAServerType_InputNode_SerialNrIn_EURange,15170,Variable
OPCUAServerType_InputNode_SerialNrIn_EngineeringUnits,15171,Variable
OPCUAServerType_InputNode_Drop,15172,Variable
OPCUAServerType_InputNode_Drop_Definition,15173,Variable
OPCUAServerType_InputNode_Drop_ValuePrecision,15174,Variable
OPCUAServerType_InputNode_Drop_InstrumentRange,15175,Variable
OPCUAServerType_InputNode_Drop_EURange,15176,Variable
OPCUAServerType_InputNode_Drop_EngineeringUnits,15177,Variable
OPCUAServerType_InputNode_Width,15178,Variable
OPCUAServerType_InputNode_Width_Definition,15179,Variable
OPCUAServerType_InputNode_Width_ValuePrecision,15180,Variable
OPCUAServerType_InputNode_Width_InstrumentRange,15181,Variable
OPCUAServerType_InputNode_Width_EURange,15182,Variable
OPCUAServerType_InputNode_Width_EngineeringUnits,15183,Variable
OPCUAServerType_InputNode_DateTime,15184,Variable
OPCUAServerType_InputNode_DateTime_Definition,15185,Variable
OPCUAServerType_InputNode_DateTime_ValuePrecision,15186,Variable
OPCUAServerType_InputNode_DateTime_InstrumentRange,15187,Variable
OPCUAServerType_InputNode_DateTime_EURange,15188,Variable
OPCUAServerType_InputNode_DateTime_EngineeringUnits,15189,Variable
OPCUAServerType_InputNode_SerialNrOut,15190,Variable
OPCUAServerType_InputNode_SerialNrOut_Definition,15191,Variable
OPCUAServerType_InputNode_SerialNrOut_ValuePrecision,15192,Variable
OPCUAServerType_InputNode_SerialNrOut_InstrumentRange,15193,Variable
OPCUAServerType_InputNode_SerialNrOut_EURange,15194,Variable
OPCUAServerType_InputNode_SerialNrOut_EngineeringUnits,15195,Variable
OPCUAServerType_InputNode_MeasuredDropA,15196,Variable
OPCUAServerType_InputNode_MeasuredDropA_Definition,15197,Variable
OPCUAServerType_InputNode_MeasuredDropA_ValuePrecision,15198,Variable
OPCUAServerType_InputNode_MeasuredDropA_InstrumentRange,15199,Variable
OPCUAServerType_InputNode_MeasuredDropA_EURange,15200,Variable
OPCUAServerType_InputNode_MeasuredDropA_EngineeringUnits,15201,Variable
OPCUAServerType_InputNode_MeasuredDropB,15202,Variable
OPCUAServerType_InputNode_MeasuredDropB_Definition,15203,Variable
OPCUAServerType_InputNode_MeasuredDropB_ValuePrecision,15204,Variable
OPCUAServerType_InputNode_MeasuredDropB_InstrumentRange,15205,Variable
OPCUAServerType_InputNode_MeasuredDropB_EURange,15206,Variable
OPCUAServerType_InputNode_MeasuredDropB_EngineeringUnits,15207,Variable
OPCUAServerType_InputNode_MeasuredDropC,15208,Variable
OPCUAServerType_InputNode_MeasuredDropC_Definition,15209,Variable
OPCUAServerType_InputNode_MeasuredDropC_ValuePrecision,15210,Variable
OPCUAServerType_InputNode_MeasuredDropC_InstrumentRange,15211,Variable
OPCUAServerType_InputNode_MeasuredDropC_EURange,15212,Variable
OPCUAServerType_InputNode_MeasuredDropC_EngineeringUnits,15213,Variable
OPCUAServerType_InputNode_DeltaDrop,15214,Variable
OPCUAServerType_InputNode_DeltaDrop_Definition,15215,Variable
OPCUAServerType_InputNode_DeltaDrop_ValuePrecision,15216,Variable
OPCUAServerType_InputNode_DeltaDrop_InstrumentRange,15217,Variable
OPCUAServerType_InputNode_DeltaDrop_EURange,15218,Variable
OPCUAServerType_InputNode_DeltaDrop_EngineeringUnits,15219,Variable
OPCUAServerType_InputNode_MeasuredWidth,15220,Variable
OPCUAServerType_InputNode_MeasuredWidth_Definition,15221,Variable
OPCUAServerType_InputNode_MeasuredWidth_ValuePrecision,15222,Variable
OPCUAServerType_InputNode_MeasuredWidth_InstrumentRange,15223,Variable
OPCUAServerType_InputNode_MeasuredWidth_EURange,15224,Variable
OPCUAServerType_InputNode_MeasuredWidth_EngineeringUnits,15225,Variable
OPCUAServerType_InputNode_Approved,15226,Variable
OPCUAServerType_InputNode_Approved_Definition,15227,Variable
OPCUAServerType_InputNode_Approved_ValuePrecision,15228,Variable
OPCUAServerType_InputNode_Approved_InstrumentRange,15229,Variable
OPCUAServerType_InputNode_Approved_EURange,15230,Variable
OPCUAServerType_InputNode_Approved_EngineeringUnits,15231,Variable
OPCUAServerType_InputNode_MountOffSetVert,15232,Variable
OPCUAServerType_InputNode_MountOffSetVert_Definition,15233,Variable
OPCUAServerType_InputNode_MountOffSetVert_ValuePrecision,15234,Variable
OPCUAServerType_InputNode_MountOffSetVert_InstrumentRange,15235,Variable
OPCUAServerType_InputNode_MountOffSetVert_EURange,15236,Variable
OPCUAServerType_InputNode_MountOffSetVert_EngineeringUnits,15237,Variable
OPCUAServerType_InputNode_OffsetLaserOnProd,15238,Variable
OPCUAServerType_InputNode_OffsetLaserOnProd_Definition,15239,Variable
OPCUAServerType_InputNode_OffsetLaserOnProd_ValuePrecision,15240,Variable
OPCUAServerType_InputNode_OffsetLaserOnProd_InstrumentRange,15241,Variable
OPCUAServerType_InputNode_OffsetLaserOnProd_EURange,15242,Variable
OPCUAServerType_InputNode_OffsetLaserOnProd_EngineeringUnits,15243,Variable
OPCUAServerType_InputNode_ToleranceWidthPlus,15244,Variable
OPCUAServerType_InputNode_ToleranceWidthPlus_Definition,15245,Variable
OPCUAServerType_InputNode_ToleranceWidthPlus_ValuePrecision,15246,Variable
OPCUAServerType_InputNode_ToleranceWidthPlus_InstrumentRange,15247,Variable
OPCUAServerType_InputNode_ToleranceWidthPlus_EURange,15248,Variable
OPCUAServerType_InputNode_ToleranceWidthPlus_EngineeringUnits,15249,Variable
OPCUAServerType_InputNode_ToleranceDropPlus,15250,Variable
OPCUAServerType_InputNode_ToleranceDropPlus_Definition,15251,Variable
OPCUAServerType_InputNode_ToleranceDropPlus_ValuePrecision,15252,Variable
OPCUAServerType_InputNode_ToleranceDropPlus_InstrumentRange,15253,Variable
OPCUAServerType_InputNode_ToleranceDropPlus_EURange,15254,Variable
OPCUAServerType_InputNode_ToleranceDropPlus_EngineeringUnits,15255,Variable
OPCUAServerType_InputNode_ToleranceWidthMinus,15256,Variable
OPCUAServerType_InputNode_ToleranceWidthMinus_Definition,15257,Variable
OPCUAServerType_InputNode_ToleranceWidthMinus_ValuePrecision,15258,Variable
OPCUAServerType_InputNode_ToleranceWidthMinus_InstrumentRange,15259,Variable
OPCUAServerType_InputNode_ToleranceWidthMinus_EURange,15260,Variable
OPCUAServerType_InputNode_ToleranceWidthMinus_EngineeringUnits,15261,Variable
OPCUAServerType_InputNode_ToleranceDropMinus,15262,Variable
OPCUAServerType_InputNode_ToleranceDropMinus_Definition,15263,Variable
OPCUAServerType_InputNode_ToleranceDropMinus_ValuePrecision,15264,Variable
OPCUAServerType_InputNode_ToleranceDropMinus_InstrumentRange,15265,Variable
OPCUAServerType_InputNode_ToleranceDropMinus_EURange,15266,Variable
OPCUAServerType_InputNode_ToleranceDropMinus_EngineeringUnits,15267,Variable
OPCUAServerType_InputNode_ToleranceDropDiff,15268,Variable
OPCUAServerType_InputNode_ToleranceDropDiff_Definition,15269,Variable
OPCUAServerType_InputNode_ToleranceDropDiff_ValuePrecision,15270,Variable
OPCUAServerType_InputNode_ToleranceDropDiff_InstrumentRange,15271,Variable
OPCUAServerType_InputNode_ToleranceDropDiff_EURange,15272,Variable
OPCUAServerType_InputNode_ToleranceDropDiff_EngineeringUnits,15273,Variable
OPCUAServerType_InputNode_BottomBarRadius,15274,Variable
OPCUAServerType_InputNode_BottomBarRadius_Definition,15275,Variable
OPCUAServerType_InputNode_BottomBarRadius_ValuePrecision,15276,Variable
OPCUAServerType_InputNode_BottomBarRadius_InstrumentRange,15277,Variable
OPCUAServerType_InputNode_BottomBarRadius_EURange,15278,Variable
OPCUAServerType_InputNode_BottomBarRadius_EngineeringUnits,15279,Variable
OPCUAServerType_InputNode_PrefMeasDist,15280,Variable
OPCUAServerType_InputNode_PrefMeasDist_Definition,15281,Variable
OPCUAServerType_InputNode_PrefMeasDist_ValuePrecision,15282,Variable
OPCUAServerType_InputNode_PrefMeasDist_InstrumentRange,15283,Variable
OPCUAServerType_InputNode_PrefMeasDist_EURange,15284,Variable
OPCUAServerType_InputNode_PrefMeasDist_EngineeringUnits,15285,Variable
OPCUAServerType_InputNode_Endcapcompensation,15286,Variable
OPCUAServerType_InputNode_Endcapcompensation_Definition,15287,Variable
OPCUAServerType_InputNode_Endcapcompensation_ValuePrecision,15288,Variable
OPCUAServerType_InputNode_Endcapcompensation_InstrumentRange,15289,Variable
OPCUAServerType_InputNode_Endcapcompensation_EURange,15290,Variable
OPCUAServerType_InputNode_Endcapcompensation_EngineeringUnits,15291,Variable
OPCUAServerType_InputNode_MeasureDrop,15292,Variable
OPCUAServerType_InputNode_MeasureDrop_Definition,15293,Variable
OPCUAServerType_InputNode_MeasureDrop_ValuePrecision,15294,Variable
OPCUAServerType_InputNode_MeasureDrop_InstrumentRange,15295,Variable
OPCUAServerType_InputNode_MeasureDrop_EURange,15296,Variable
OPCUAServerType_InputNode_MeasureDrop_EngineeringUnits,15297,Variable
OPCUAServerType_InputNode_MeasureWidth,15298,Variable
OPCUAServerType_InputNode_MeasureWidth_Definition,15299,Variable
OPCUAServerType_InputNode_MeasureWidth_ValuePrecision,15300,Variable
OPCUAServerType_InputNode_MeasureWidth_InstrumentRange,15301,Variable
OPCUAServerType_InputNode_MeasureWidth_EURange,15302,Variable
OPCUAServerType_InputNode_MeasureWidth_EngineeringUnits,15303,Variable
OPCUAServerType_InputNode_MeasureSquareness,15304,Variable
OPCUAServerType_InputNode_MeasureSquareness_Definition,15305,Variable
OPCUAServerType_InputNode_MeasureSquareness_ValuePrecision,15306,Variable
OPCUAServerType_InputNode_MeasureSquareness_InstrumentRange,15307,Variable
OPCUAServerType_InputNode_MeasureSquareness_EURange,15308,Variable
OPCUAServerType_InputNode_MeasureSquareness_EngineeringUnits,15309,Variable
OPCUAServerType_InputNode_HasCords,15310,Variable
OPCUAServerType_InputNode_HasCords_Definition,15311,Variable
OPCUAServerType_InputNode_HasCords_ValuePrecision,15312,Variable
OPCUAServerType_InputNode_HasCords_InstrumentRange,15313,Variable
OPCUAServerType_InputNode_HasCords_EURange,15314,Variable
OPCUAServerType_InputNode_HasCords_EngineeringUnits,15315,Variable
OPCUAServerType_InputNode_MeasureMethod,15316,Variable
OPCUAServerType_InputNode_MeasureMethod_Definition,15317,Variable
OPCUAServerType_InputNode_MeasureMethod_ValuePrecision,15318,Variable
OPCUAServerType_InputNode_MeasureMethod_InstrumentRange,15319,Variable
OPCUAServerType_InputNode_MeasureMethod_EURange,15320,Variable
OPCUAServerType_InputNode_MeasureMethod_EngineeringUnits,15321,Variable
OPCUAServerType_InputNode_StartMeasure,15322,Variable
OPCUAServerType_InputNode_StartMeasure_Definition,15323,Variable
OPCUAServerType_InputNode_StartMeasure_ValuePrecision,15324,Variable
OPCUAServerType_InputNode_StartMeasure_InstrumentRange,15325,Variable
OPCUAServerType_InputNode_StartMeasure_EURange,15326,Variable
OPCUAServerType_InputNode_StartMeasure_EngineeringUnits,15327,Variable
OPCUAServer1,15328,Object
OPCUAServer1_InputNode,15329,Object
OPCUAServer1_InputNode_SerialNrIn,15330,Variable
OPCUAServer1_InputNode_SerialNrIn_Definition,15331,Variable
OPCUAServer1_InputNode_SerialNrIn_ValuePrecision,15332,Variable
OPCUAServer1_InputNode_SerialNrIn_InstrumentRange,15333,Variable
OPCUAServer1_InputNode_SerialNrIn_EURange,15334,Variable
OPCUAServer1_InputNode_SerialNrIn_EngineeringUnits,15335,Variable
OPCUAServer1_InputNode_Drop,15336,Variable
OPCUAServer1_InputNode_Drop_Definition,15337,Variable
OPCUAServer1_InputNode_Drop_ValuePrecision,15338,Variable
OPCUAServer1_InputNode_Drop_InstrumentRange,15339,Variable
OPCUAServer1_InputNode_Drop_EURange,15340,Variable
OPCUAServer1_InputNode_Drop_EngineeringUnits,15341,Variable
OPCUAServer1_InputNode_Width,15342,Variable
OPCUAServer1_InputNode_Width_Definition,15343,Variable
OPCUAServer1_InputNode_Width_ValuePrecision,15344,Variable
OPCUAServer1_InputNode_Width_InstrumentRange,15345,Variable
OPCUAServer1_InputNode_Width_EURange,15346,Variable
OPCUAServer1_InputNode_Width_EngineeringUnits,15347,Variable
OPCUAServer1_InputNode_DateTime,15348,Variable
